customer_id,user_id_int
007ea762fbbebfad288a49f1d8f7c2c0c62b189a8816fa6968e60f2c197ce938,19658.0
06512ae37ead832d8aeb97ad3e16e7368974108548f1a7580f4b2af230f7dc2e,13477.0
0a36feb53999c27f29811410c200425457fdf666938d5d414c3f9eae497428c9,6734.0
0c171b6e0cd02869fda7ce9adac5e8be3d021fff052b8c6f43a877e4198c001b,5054.0
0d7d79173d08657e34f2f19e545f66eebc9a894856a056ff6555785d1e042d69,3751.0
12675d8e009637d96bef413ca30ddc1225b5a77d089b6785f2808d19a52c05d5,6831.0
1edd15a7b6d0dbdf3acb2c6552f718d221c64ffad2dc59cef32b60a7c3b5eb28,2253.0
1f5dc0b0f41070e49f55c465318791158aec6dd85b94ebfe12d359da3c74af17,1071.0
29fd3e52dd2f5a9f042914105e12abc12a46a5569365fad3865c37777067540b,14490.0
2a53aa24cab4d68592fadd87ece4de012e290d115a48287a83fcd093be52f4af,21264.0
2f5b29720c44cab29bf12d9b5868c80dc22c921878220fc63fac685a7ceee6ba,21466.0
303fd9dd0bdff78f8530075ea3a0a70e8cce9087ea786521f073c3d465b84b32,21498.0
329e9d66a08d22b408ac15d24995c99df4a35242b91bf2aceb79285b579957d2,21597.0
345bbec33b1fd7942da13ce7f08d8016fd1ff39ef16cbef117dc31abc4d8c7ac,3962.0
3695211b7e7570b7a5e1e29e0b2f68c1ac591330d133f464f46d8cf1622fa011,14847.0
3ac3d733838a9d0efdd9a680af9ad3d880351c30cb357dab30828bf0bd4b4228,14939.0
3d98a174ca8843d79f3f2496a06a347aaa29cd99e0dd411f1a7f99ad29e6f0d4,4004.0
410e881cb581f4a2d496eb7786512019db754c06821fb33a39646c80595eb8d5,22110.0
449586474d9324a3cb797185e5d662c5c06dd0a30e48e57beca3077df8f550ce,7419.0
4a62f5755ee02ec92cec76ea5847a009d0add1709e8055988170cdd2d6dbc37b,10580.0
4de775cc739a7cb76514db6212dfd809dda55307861f8d1f96de7157f8fd9e10,7526.0
54ce79383beeca4eab754aee43d341daa7a0b26d342cdc8c6ec0454c82a0e488,7585.0
54d01abdc7f73ad024790eccb658f363b9aaaf2a0831d00688f417a516075078,22764.0
59fcaa0e41505d31251807ccc2ae33feded385cd1a748b3bec6cb14e18472e9a,15703.0
5c8d1e3818577283df4a9af09f080f103d876881c7c55954e4b4dfe2c4c33925,3181.0
5ca9585f4720be898fd6c641643933697c665139fe69debed9930da66caf6a74,15767.0
605b8348f1ebf81f6c90ffe3279a834a227d8f13d4728f74cf297af723392b30,1887.0
6098f37880504764d8f6984be1caf4d318647eed4e08d673c632329345dca991,10930.0
6816804af3187c6fd1d6b6ea69f622619529ea562b57daa290b2800f46729b3b,23424.0
68cebeca4660f7eb7bfa8061d59c53b6ce8eb8518e7479a049534c22c63d4db9,23454.0
726553b932fd0db376558699c16020053fd2589e11180373387773fb9a2abd4c,3245.0
7e37cb409dd1f3fcfb34246d1fa5e566c17de7e373f74c178b9dfdc0e3fd827c,3276.0
806fcc7f495151c5070a5b83222493bc89f1e814940cb3b5583ec3a94f9b0dc4,24191.0
00708c3da4d07706d4cad77c6aecc1b1ce33d21d73022ca12737c91d85bff070,9278.0
01f0287961a0f7453c24e6aede462f55f667e705156f1e8b22c70a65bf51abd5,13354.0
0383e0ace6436d5a2b23efc570e14508274a7896a4bcdddce50783e47cd3d00c,19776.0
0ed592eb9f561ea59ec8914cac27790ef0317360d639ebca4f4cb29a1acc250f,20213.0
140206abb3bc287e0e9048ba9dfa03c24d780d4432407b2add2fd7895de310d5,193.0
1574a553f568d7e3287ab2e554f1391dbd3690e09c6cdbdd2ae535e4c5389e3b,13909.0
1654d5913e24328579b73b899799fc436b55f71e05a886137ab6c7a2911e90f2,20487.0
18e90312afdd150f393696711b4ab7ef778a878994ddbbf84e41d66bfeee2642,5134.0
1ac174f7e61ce13e9b110ab6d6dc2283c80f40515f0857ad0d9669d26553e3df,14065.0
1bfc4215455ae00b4185001828ce2ca6d6cac7c1ef69d6ec998ee3c4c066c194,849.0
1f24fd00ccec58fa517cf9be01037927320d7e7196d5c6ecfb43752b08f2746d,6974.0
240380728ac8af7da0c297ce26729b1ca31bdca06b7ecfc74b9af43a262ada61,21008.0
255aeb738746a3b4918c98b61541d168126ca02c8ca05ad6589d3c6743f29183,14366.0
28cdc9206988d1c77faec67dd9bee122419102260ad79c51fc4a313b1e902f78,21207.0
2e878a605a4d0a20f07eedb146c8c9198f195b6a975acf309f3cf7947599e0bf,14636.0
304be0fd204f80890f783c11aa4ae1a360b6ac28fb41b471b1de3a5e0d772ff5,14695.0
312cb388d71d5cbe43589f883874a55957e0ceab83f047963696f4be26e2a418,21539.0
3492c005a642ef479215820e1fc5a91e0bda375ad874eda9bc9c05d3ea32bc00,3047.0
46ec2acdf30eb6b9cca09dbf91aa6c5a1ccc349d28aa20a2c848fb5f4a5a15b1,7447.0
46f4eb0b0059b10e8ed87864f16ee4ff401d895966b463f8765e275f340249f3,718.0
47652ec3e66be1c259baeff2d290bb36ec63b60f8976621df57ba94f9557295c,15287.0
4ae1dd37278b05b176564d510c12c7bf095da18686677ece3e74a3496d147f5c,10590.0
4f1ef95120fe8bca0139a276bcefcd20c9434b378b62748019f963333029c869,22559.0
50f54761818c4241986825612e1a4270004b5dc44197ddc0e2055bc55979618c,10691.0
510f2dee765673937719ad390fac9d76c2827f982bd1d38907f3f0bb4b80b4ec,7554.0
5226615012233f41f56d09adad80989eb0a37c770037e4b1392b74ee9811a526,4110.0
54a7203d1cb94367280835ba36cfc6e8e865f289ea78de4f46bf0b77d88dc4c2,5526.0
56d3732854123b09efe74adec04ca145fa4d28dd3dd6bc23b627a5c4e5c902d5,1444.0
5e08ff693b27f3d4a67cb729afdd7e52a3d01ca18214a17a3da33cfaba1dd7e9,23073.0
6346633a2895c7c87a2a89b6cc1ceb3d45ef4295f1f508c2d2ea1c3dbd21452b,7723.0
6cb15eb4ca4dac3efa050fad8e7f0fd9a9e18cfd07ac5f6458ef4d69e167fcda,7821.0
6d541c9669b89a1c4e81b845224777882b0cce5e5f8eeb769299190375c83793,11128.0
70729c7f1db26431feb986c6a9b379c6ccf69817b9f141335231666ace819a33,23677.0
741fdc3adcb470500e03b5ca637f03b3242d158709a453e1f60580f857e2b1ed,16308.0
76cb7b4c554d03bdbb8b3e40a521f74344a017b400dad98e2e130e9b60f9764a,5770.0
781bc86065bf0fbd7ce5e778afc9ccc9410060a8f387075b9fc23134e67cbf16,23923.0
7953014ea2451851dc46b7d2f3efd44e5f4531ed2d21fe103e382d5082979b97,16428.0
7a1e428dcdb67a6f284886d4aaebe90c6a278102a1253cf3dc01c0d77063c4fb,1928.0
7f0ac4394297dc4a885d3b9277ba526cbbfbf7fb7cae465b256ed8e55b864f03,2522.0
1b8e0ea28df34063d828a671dc54be013da3d4c84257529cef06f6d80170a807,20698.0
25d811c56e49cd207e9c0fc10af44c667ebd7a8a7e224d2f05e05bc4abb4ba4c,21079.0
2650fab7d7982288c7277c48acabe789e2855d1fcda929c080b62460fd71b07c,14397.0
27efd8ab13b8303cdb1fb0daf18c3b43e43ca6c81c2628f828b38e2171f19bad,14438.0
28f4c3f52c56a73de24f052c528661733d01e263ecf4b4baef214f73b2f2c946,10001.0
2908403feb79818737a6d67f2661f06860548a0c97cdc63853bfd21a2607df7a,7097.0
29a7df89330bfe438ea3398e24b99945181b7aa761c716a0b2954804d4f2a776,21237.0
2c560eb536d7b73a7d1f7142173ef71abec311f9a4df53fc16fc43c57d272ce6,14558.0
35bd38c1c98eab4681685932346f78efa643805b1bc7efdd4d7a1b35c405901e,7262.0
3780fbffd2b14ba4c3122581bbeba083fca6ac208558c3b8d5a4cbce409c01b3,21767.0
387855a0fd14edfd6bec65e8e78255fd0a9dd6921c10fa9e3728b6f090d23eac,21818.0
3dd86a13221853d7cc4eaa274e88f014e78f4d0e8104754e9a6af0be01a96044,22005.0
3e5c6ee88e21efee3195dc3c550def1bc722b6d57c78b56b655cc8a5fbbbe190,15050.0
4012a7152ef5c81d1c609884368b9f896e0f4017780d5758c5837168e69f8272,22079.0
404b87444e17e4cce72f830fd2bc0ff9df04738140e3e621528d9e69edb55027,1415.0
41b58f437d86d9024a2dffd46882076cdc77f62df4fd8dc5e91e7a033a57e92b,1103.0
46dc2440abc63a5b0bb78dd027fda9c5940377fc019470fda947c10ac6bde6e0,2382.0
4f3d9f359fa3614278ce8f7c2df409b410e82aa9de7d26411ad380bd8b24ed9a,15470.0
508583f327fdb364f421634530dffecb731fba8a12e94c3235cc77a9ea3440f6,22608.0
559f67ca20e2958168a1f6164bd7314c22bf75e05d55be9e91ca5fcd6237283a,15604.0
56bcd3c684a276807a787b2d5d5be90e53d80fa4624f4a97aa9a00e9f7f39c1e,15634.0
606bc05d66a62d2dd323a36c38cfe45dd07932047371d4ad6d73e1695dca8fb8,4186.0
68a97dc670acb1b71a8ea9b7950389f797f24fec955c0382b6a5a552fbfd7dbd,23443.0
68bb9d63ad03ae7ce5cadf10438d861ff2e8ee2c35eeb72ee8dacce524e4ca31,11064.0
68d9b02acaa79c0efb7b0976b095d3f2ae2616c858df18448e3959ca7d0ae378,16047.0
7f9641ecd96176e63ce3d6c69240636ec273c090409b46947674f03aebce4c7d,16577.0
01f0af0b062a155ce270aa4cd7420795b115dd9320c143eaa10213f13ba346be,9308.0
0704c8a4f3eeacd44e45860154f89675081df548731b6c2d92c50a9c329b7ea9,672.0
0814a0dcfa6eca9f99093b85cbd6a039919577cb85e9f0a6ebfb6058939571c5,19949.0
08756b815d9428ec24e315296000e5eba42d62db83fd6079ac9415a33b832af2,13535.0
0a094c0fa049b78d047c0f5de572ba89e4b6828840386fd16677d7bf85d1fa4e,20021.0
144c06657da2a0061286a67df8d048760cfa97f26cce7740af4b7aa3f53f9898,20416.0
16605cf24def0ad4025e439442a06ddce57d573bbfb9c0be9fa7739404f4cec4,5118.0
176feb62d7fccb07bc81486e4451f8fd24df11f7dcc14a18ebf7ad912d5bd820,6878.0
1ad647cad02c69d73e593d3844ddc1a6bcb009f3e93961882bfec1869c1d55b7,5144.0
1f57b1fb9b566a1f704c0cbe063cb90ec91276f22eb80b5b94ba3c4f283b8b50,20852.0
